Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max
Acute care,OpenAlex,1,3,1,Journal of Management,2003,2003
Adaptive capacity,OpenAlex,1,3,1,Journal of Management,2005,2005
Adipose triglyceride lipase,OpenAlex,1,4,1,Journal of Vocational Behavior,2016,2016
Adrenocorticotropic hormone,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Adult literacy,OpenAlex,1,3,1,Personnel Psychology,2008,2008
Age of Acquisition,OpenAlex,1,3,1,Applied Psychology: An International Review,2010,2010
Agonism,OpenAlex,1,3,1,Academy of Management Journal,1980,1980
Agonistic behaviour,OpenAlex,1,3,1,Journal of Organizational Behavior,2025,2025
Agoraphobia,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004
Agricultural biotechnology,OpenAlex,1,3,1,Academy of Management Journal,2012,2012
Agricultural education,OpenAlex,1,3,1,Journal of Vocational Behavior,1992,1992
Alcohol use disorder,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,1992,1992
Alma mater,OpenAlex,1,3,1,Journal of Organizational Behavior,1992,1992
Alternative investment,OpenAlex,1,3,1,Journal of Management,2009,2009
Alvarado score,OpenAlex,1,3,1,Journal of Management,1993,1993
Alzheimer's disease,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Ambiguity aversion,OpenAlex,1,3,1,Journal of Vocational Behavior,2016,2016
American football,OpenAlex,1,3,1,Journal of Applied Psychology,1945,1945
Amortization,OpenAlex,1,3,1,Journal of Management,1976,1976
Amphetamine,OpenAlex,1,3,1,Journal of Applied Psychology,1962,1962
Androgen,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Anger management,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2000,2000
Angular acceleration,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971
Anorexia nervosa,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Antisocial personality disorder,OpenAlex,1,4,1,Journal of Applied Psychology,1944,1944
Apathy,OpenAlex,1,3,1,Applied Psychology: An International Review,2025,2025
Applied behavior analysis,OpenAlex,1,3,1,Personnel Psychology,1973,1973
Architectural pattern,OpenAlex,1,5,1,Journal of Management,2025,2025
Arrears,OpenAlex,1,3,1,Academy of Management Journal,2010,2010
Artifact-centric business process model,OpenAlex,1,5,1,Journal of Management,2011,2011
Artificial limbs,OpenAlex,1,3,1,Journal of Applied Psychology,1957,1957
Asset quality,OpenAlex,1,4,1,Academy of Management Journal,2014,2014
Asylum seeker,OpenAlex,1,3,1,Academy of Management Journal,2020,2020
Attentional control,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021
Auditor independence,OpenAlex,1,5,1,Journal of Management,2018,2018
Austerity,OpenAlex,1,3,1,Journal of Vocational Behavior,2015,2015
Auteur theory,OpenAlex,1,3,1,Journal of Vocational Behavior,2025,2025
Autistic traits,OpenAlex,1,4,1,Applied Psychology: An International Review,2016,2016
Autoimmune hemolytic anemia,OpenAlex,1,3,1,Academy of Management Journal,1966,1966
Autonomic nervous system,OpenAlex,1,4,1,Journal of Applied Psychology,2019,2019
Autoregressive integrated moving average,OpenAlex,1,3,1,Journal of Management,1985,1985
Average treatment effect,OpenAlex,1,3,1,Personnel Psychology,2012,2012
Aviation accident,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006
Barriers to entry,OpenAlex,1,3,1,Journal of Management,2014,2014
Bayes estimator,OpenAlex,1,3,1,Journal of Management,2014,2014
Bayesian average,OpenAlex,1,5,1,Journal of Management,2013,2013
Bayesian linear regression,OpenAlex,1,4,1,Journal of Management,2014,2014
Bayesian multivariate linear regression,OpenAlex,1,3,1,Personnel Psychology,1993,1993
Beck Anxiety Inventory,OpenAlex,1,4,1,Applied Psychology: An International Review,2021,2021
Beneficence,OpenAlex,1,3,1,Journal of Vocational Behavior,2021,2021
Benzodiazepine,OpenAlex,1,3,1,Applied Psychology: An International Review,2007,2007
Bibliographic coupling,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2026,2026
Big Four,OpenAlex,1,3,1,Journal of Vocational Behavior,1980,1980
Biocomposite,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Biocybernetics,OpenAlex,1,3,1,Journal of Applied Psychology,1952,1952
Biosocial theory,OpenAlex,1,3,1,Journal of Organizational Behavior,2007,2007
Bipolar I disorder,OpenAlex,1,5,1,Applied Psychology: An International Review,2017,2017
Birth weight,OpenAlex,1,3,1,Applied Psychology: An International Review,2009,2009
Blended learning,OpenAlex,1,3,1,Personnel Psychology,2006,2006
Blind deconvolution,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Bluetooth,OpenAlex,1,3,1,Journal of Applied Psychology,2018,2018
Borderline intellectual functioning,OpenAlex,1,3,1,Journal of Applied Psychology,1946,1946
Bottling line,OpenAlex,1,3,1,Journal of Applied Psychology,1987,1987
Brahman,OpenAlex,1,3,1,Journal of Applied Psychology,1921,1921
Brexit,OpenAlex,1,3,1,Academy of Management Journal,2017,2017
Business analytics,OpenAlex,1,4,1,Personnel Psychology,2024,2024
Business architecture,OpenAlex,1,4,1,Academy of Management Journal,1961,1961
Business process discovery,OpenAlex,1,5,1,Academy of Management Journal,2019,2019
Business process management,OpenAlex,1,4,1,Academy of Management Journal,2007,2007
Business rule,OpenAlex,1,4,1,Journal of Management,2011,2011
Business tourism,OpenAlex,1,4,1,Academy of Management Journal,2026,2026
Business transformation,OpenAlex,1,5,1,Academy of Management Journal,2016,2016
Business travel,OpenAlex,1,3,1,Journal of Organizational Behavior,2017,2017
Business value,OpenAlex,1,3,1,Journal of Management,2008,2008
Bust,OpenAlex,1,3,1,Academy of Management Journal,2006,2006
Butterfat,OpenAlex,1,4,1,Journal of Vocational Behavior,1978,1978
Cabello,OpenAlex,1,3,1,Journal of Applied Psychology,2025,2025
Calcination,OpenAlex,1,3,1,Journal of Vocational Behavior,2004,2004
Cannabidiol,OpenAlex,1,3,1,Applied Psychology: An International Review,2014,2014
Capital adequacy ratio,OpenAlex,1,3,1,Academy of Management Journal,2014,2014
Capital intensity,OpenAlex,1,3,1,Journal of Management,2005,2005
Capital structure,OpenAlex,1,3,1,Journal of Management,2003,2003
Carbon fibers,OpenAlex,1,3,1,Journal of Applied Psychology,1963,1963
Caregiver stress,OpenAlex,1,4,1,Journal of Applied Psychology,2006,2006
Casualty insurance,OpenAlex,1,3,1,Journal of Applied Psychology,1968,1968
Cathode ray,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
CDF-based nonparametric confidence interval,OpenAlex,1,3,1,Journal of Applied Psychology,2012,2012
Center for Epidemiologic Studies Depression Scale,OpenAlex,1,4,1,Journal of Applied Psychology,2023,2023
Central bank,OpenAlex,1,3,1,Journal of Applied Psychology,1928,1928
Chaos theory,OpenAlex,1,3,1,Journal of Vocational Behavior,2007,2007
Child obesity,OpenAlex,1,5,1,Applied Psychology: An International Review,2017,2017
Childhood obesity,OpenAlex,1,4,1,Applied Psychology: An International Review,2017,2017
Childlessness,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2025,2025
Chine,OpenAlex,1,3,1,Journal of Applied Psychology,1998,1998
Choice reaction time,OpenAlex,1,3,1,Journal of Applied Psychology,2005,2005
Chronic fatigue,OpenAlex,1,3,1,Journal of Applied Psychology,2011,2011
Chronobiology,OpenAlex,1,3,1,Journal of Organizational Behavior,2022,2022
Citation index,OpenAlex,1,3,1,Journal of Management,1990,1990
Class consciousness,OpenAlex,1,3,1,Journal of Management,2017,2017
Classical conditioning,OpenAlex,1,3,1,Journal of Applied Psychology,1959,1959
Classical music,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2006,2006
Clean-up,OpenAlex,1,3,1,Journal of Applied Psychology,1986,1986
Climate change mitigation,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Climate justice,OpenAlex,1,3,1,Journal of Management,2009,2009
Climax community,OpenAlex,1,3,1,Journal of Applied Psychology,1920,1920
Cloak,OpenAlex,1,3,1,Journal of Applied Psychology,2009,2009
Closed-end fund,OpenAlex,1,3,1,Journal of Management,2010,2010
Club deal,OpenAlex,1,4,1,Journal of Management,2022,2022
CMAQ,OpenAlex,1,3,1,Journal of Applied Psychology,1990,1990
Coal dust,OpenAlex,1,3,1,Journal of Vocational Behavior,2020,2020
Coeliac disease,OpenAlex,1,3,1,Applied Psychology: An International Review,2017,2017
Cognitive aging,OpenAlex,1,3,1,Applied Psychology: An International Review,2011,2011
Cognitive Assessment System,OpenAlex,1,4,1,Personnel Psychology,1998,1998
Cognitive behavioral therapy,OpenAlex,1,3,1,Journal of Applied Psychology,2016,2016
Cognitive ergonomics,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2012,2012
Cognitive linguistics,OpenAlex,1,3,1,Academy of Management Journal,2015,2015
Cognitive neuropsychology,OpenAlex,1,4,1,Personnel Psychology,2008,2008
Cognitive neuroscience,OpenAlex,1,3,1,Journal of Management,2012,2012
Cognitive radio,OpenAlex,1,3,1,Journal of Applied Psychology,1926,1926
Cognitive systems,OpenAlex,1,3,1,Journal of Management,1979,1979
Cold war,OpenAlex,1,3,1,Academy of Management Journal,1970,1970
College athletics,OpenAlex,1,3,1,Journal of Vocational Behavior,2000,2000
College football,OpenAlex,1,3,1,Journal of Applied Psychology,1945,1945
Colonoscopy,OpenAlex,1,4,1,Applied Psychology: An International Review,2015,2015
Color perception test,OpenAlex,1,3,1,Journal of Applied Psychology,1951,1951
Colorectal cancer,OpenAlex,1,3,1,Applied Psychology: An International Review,2015,2015
Colorectal cancer screening,OpenAlex,1,5,1,Applied Psychology: An International Review,2015,2015
Commitment device,OpenAlex,1,3,1,Journal of Management,2025,2025
Community resilience,OpenAlex,1,3,1,Academy of Management Journal,2017,2017
Comparative psychology,OpenAlex,1,3,1,Journal of Applied Psychology,1936,1936
Compensating differential,OpenAlex,1,5,1,Personnel Psychology,1986,1986
Compensation of employees,OpenAlex,1,3,1,Personnel Psychology,2015,2015
Compulsory arbitration,OpenAlex,1,3,1,Journal of Applied Psychology,2001,2001
Computational creativity,OpenAlex,1,3,1,Academy of Management Journal,2025,2025
Computer user satisfaction,OpenAlex,1,4,1,Academy of Management Journal,1993,1993
Conceptual blending,OpenAlex,1,3,1,Journal of Applied Psychology,2021,2021
Concerto,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2006,2006
Conflict tactics scale,OpenAlex,1,5,1,Applied Psychology: An International Review,2018,2018
Conformist,OpenAlex,1,3,1,Academy of Management Journal,2011,2011
Connectionism,OpenAlex,1,3,1,Journal of Applied Psychology,2019,2019
Constructivist grounded theory,OpenAlex,1,4,1,Journal of Vocational Behavior,2011,2011
Contact tracing,OpenAlex,1,5,1,Journal of Vocational Behavior,2003,2003
Contagion effect,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015
Context management,OpenAlex,1,3,1,Academy of Management Journal,2013,2013
Contextualism,OpenAlex,1,3,1,Journal of Vocational Behavior,2002,2002
Contingent valuation,OpenAlex,1,3,1,Applied Psychology: An International Review,2018,2018
Cooperative education,OpenAlex,1,3,1,Journal of Vocational Behavior,2003,2003
Copolymer,OpenAlex,1,3,1,Journal of Management,2001,2001
Corporate Education,OpenAlex,1,3,1,Journal of Vocational Behavior,1999,1999
Corticosterone,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Corticotropin-releasing hormone,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Cortisol awakening response,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2010,2010
Counterfactual conditional,OpenAlex,1,3,1,Journal of Management,2016,2016
Creditor,OpenAlex,1,3,1,Journal of Vocational Behavior,2003,2003
Critical realism (philosophy of perception),OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Critical systems thinking,OpenAlex,1,3,1,Journal of Management,2018,2018
Critical variable,OpenAlex,1,3,1,Journal of Management,2010,2010
Cronyism,OpenAlex,1,3,1,Journal of Management,2025,2025
Cross-domain interoperability,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2023,2023
Cultural humility,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026
Cultural neuroscience,OpenAlex,1,3,1,Journal of Applied Psychology,2005,2005
Cultural practice,OpenAlex,1,3,1,Journal of Applied Psychology,2025,2025
Cultural relativism,OpenAlex,1,3,1,Journal of Management,1985,1985
Curriculum development,OpenAlex,1,3,1,Journal of Vocational Behavior,1982,1982
Customer engagement,OpenAlex,1,3,1,Journal of Organizational Behavior,2017,2017
Customer lifetime value,OpenAlex,1,5,1,Journal of Applied Psychology,2012,2012
Customer to customer,OpenAlex,1,5,1,Journal of Applied Psychology,2012,2012
Cut-off,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2009,2009
Cyberpsychology,OpenAlex,1,3,1,Applied Psychology: An International Review,2024,2024
Data quality,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2013,2013
Data visualization,OpenAlex,1,3,1,Academy of Management Journal,2018,2018
Dead end,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2024,2024
Deblurring,OpenAlex,1,5,1,Applied Psychology: An International Review,2012,2012
Debt levels and flows,OpenAlex,1,4,1,Academy of Management Journal,2008,2008
Debt-to-GDP ratio,OpenAlex,1,4,1,Academy of Management Journal,2008,2008
Decentralised system,OpenAlex,1,3,1,Journal of Management,2020,2020
Decision tree model,OpenAlex,1,3,1,Journal of Vocational Behavior,1993,1993
Democratization,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,1992,1992
Demographic profile,OpenAlex,1,3,1,Journal of Vocational Behavior,2009,2009
Demotion,OpenAlex,1,3,1,Academy of Management Journal,2012,2012
Depreciation (economics),OpenAlex,1,5,1,Academy of Management Journal,2005,2005
Derailment,OpenAlex,1,3,1,Personnel Psychology,2016,2016
Desalination,OpenAlex,1,3,1,Journal of Vocational Behavior,1989,1989
Design management,OpenAlex,1,3,1,Academy of Management Journal,1968,1968
Design process,OpenAlex,1,3,1,Academy of Management Journal,2025,2025
Deskilling,OpenAlex,1,3,1,Journal of Organizational Behavior,1987,1987
Determiner,OpenAlex,1,3,1,Journal of Applied Psychology,1950,1950
Dictator,OpenAlex,1,3,1,Journal of Applied Psychology,2014,2014
Differential psychology,OpenAlex,1,3,1,Journal of Vocational Behavior,2001,2001
Diffusion process,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Diffusion theory,OpenAlex,1,3,1,Academy of Management Journal,2010,2010
Digit symbol substitution test,OpenAlex,1,4,1,Journal of Applied Psychology,1992,1992
Digital subtraction angiography,OpenAlex,1,3,1,Journal of Management,2000,2000
Disability insurance,OpenAlex,1,3,1,Journal of Organizational Behavior,2026,2026
Discriminator,OpenAlex,1,3,1,Journal of Applied Psychology,1974,1974
Diseconomies of scale,OpenAlex,1,3,1,Academy of Management Journal,2023,2023
Disparate treatment,OpenAlex,1,3,1,Journal of Vocational Behavior,1988,1988
Displaced person,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017
Dispute mechanism,OpenAlex,1,4,1,Journal of Applied Psychology,2002,2002
Dissociative disorders,OpenAlex,1,3,1,Applied Psychology: An International Review,2013,2013
Dissociative Experiences Scale,OpenAlex,1,4,1,Applied Psychology: An International Review,2013,2013
Dividend policy,OpenAlex,1,3,1,Journal of Management,1989,1989
Dizygotic twin,OpenAlex,1,4,1,Journal of Vocational Behavior,1974,1974
DNA methylation,OpenAlex,1,4,1,Journal of Management,2003,2003
dNaM,OpenAlex,1,5,1,Journal of Management,2003,2003
Doctoral dissertation,OpenAlex,1,3,1,Journal of Management,2003,2003
Domain specificity,OpenAlex,1,3,1,Journal of Management,2000,2000
Dominant ideology,OpenAlex,1,4,1,Journal of Applied Psychology,2025,2025
Drug addict,OpenAlex,1,3,1,Journal of Applied Psychology,1940,1940
Drug development,OpenAlex,1,3,1,Academy of Management Journal,2023,2023
Drug education,OpenAlex,1,3,1,Personnel Psychology,1990,1990
Drunk drivers,OpenAlex,1,5,1,Applied Psychology: An International Review,2014,2014
Drunk driving,OpenAlex,1,4,1,Applied Psychology: An International Review,2014,2014
Dynamic and formal equivalence,OpenAlex,1,3,1,Journal of Applied Psychology,2022,2022
Dynamite,OpenAlex,1,3,1,Journal of Applied Psychology,1948,1948
Dysphoria,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997
Earnings per share,OpenAlex,1,3,1,Journal of Applied Psychology,2003,2003
Earnings response coefficient,OpenAlex,1,3,1,Academy of Management Journal,2019,2019
Earnings surprise,OpenAlex,1,5,1,Academy of Management Journal,2019,2019
Eating Attitudes Test,OpenAlex,1,3,1,Applied Psychology: An International Review,2013,2013
Echoic memory,OpenAlex,1,3,1,Journal of Applied Psychology,1980,1980
Ecological niche,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008
Ecological rationality,OpenAlex,1,3,1,Academy of Management Journal,2019,2019
Economic order quantity,OpenAlex,1,3,1,Journal of Management,1978,1978
Ecosystem engineer,OpenAlex,1,3,1,Journal of Management,2025,2025
Edge detection,OpenAlex,1,4,1,Personnel Psychology,1970,1970
Efference copy,OpenAlex,1,3,1,Journal of Organizational Behavior,2000,2000
Efficient estimator,OpenAlex,1,4,1,Personnel Psychology,2001,2001
Elastic net regularization,OpenAlex,1,3,1,Personnel Psychology,2023,2023
Electric power industry,OpenAlex,1,3,1,Academy of Management Journal,2018,2018
Electricity market,OpenAlex,1,3,1,Academy of Management Journal,2010,2010
Electrolyte,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Elite athletes,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2015,2015
Elongation,OpenAlex,1,3,1,Journal of Applied Psychology,1973,1973
Emotional health,OpenAlex,1,3,1,Journal of Vocational Behavior,2012,2012
Empirical legal studies,OpenAlex,1,3,1,Personnel Psychology,1999,1999
Empirical probability,OpenAlex,1,4,1,Journal of Management,2014,2014
Employment contract,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006
Encephalitis,OpenAlex,1,3,1,Journal of Applied Psychology,1931,1931
Engaged scholarship,OpenAlex,1,3,1,Academy of Management Journal,2005,2005
English grammar,OpenAlex,1,3,1,Journal of Applied Psychology,1926,1926
Enhancer,OpenAlex,1,4,1,Academy of Management Journal,2024,2024
Entrepreneurship education,OpenAlex,1,3,1,Journal of Management,2003,2003
Environmental scanning,OpenAlex,1,4,1,Academy of Management Journal,2005,2005
Environmental systems,OpenAlex,1,3,1,Personnel Psychology,2026,2026
Epigenetics,OpenAlex,1,3,1,Journal of Management,2003,2003
Equating,OpenAlex,1,3,1,Journal of Applied Psychology,1949,1949
Equity capital markets,OpenAlex,1,3,1,Journal of Management,2022,2022
Equity crowdfunding,OpenAlex,1,3,1,Journal of Management,2017,2017
Equity financing,OpenAlex,1,3,1,Journal of Management,2017,2017
Erasmus+,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2021,2021
Etching (microfabrication),OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Evans syndrome,OpenAlex,1,4,1,Academy of Management Journal,1966,1966
Evidence-based management,OpenAlex,1,3,1,Academy of Management Journal,2007,2007
Excessive alcohol consumption,OpenAlex,1,4,1,Journal of Applied Psychology,2020,2020
Executive information system,OpenAlex,1,4,1,Journal of Management,1988,1988
Experiential avoidance,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2013,2013
Exponential random graph models,OpenAlex,1,4,1,Journal of Management,2014,2014
External debt,OpenAlex,1,3,1,Academy of Management Journal,2008,2008
Eyes open,OpenAlex,1,3,1,Journal of Applied Psychology,1966,1966
Face masks,OpenAlex,1,5,1,Journal of Vocational Behavior,2003,2003
Facial electromyography,OpenAlex,1,3,1,Applied Psychology: An International Review,2026,2026
Fair dealing,OpenAlex,1,3,1,Personnel Psychology,1987,1987
Far right,OpenAlex,1,3,1,Academy of Management Journal,2001,2001
Fast ion conductor,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004
Fear of negative evaluation,OpenAlex,1,4,1,Journal of Vocational Behavior,1980,1980
Federal court,OpenAlex,1,3,1,Academy of Management Journal,1992,1992
Feudalism,OpenAlex,1,3,1,Academy of Management Journal,1968,1968
Field cricket,OpenAlex,1,3,1,Academy of Management Journal,2012,2012
Financial inclusion,OpenAlex,1,3,1,Academy of Management Journal,2016,2016
Financial statement,OpenAlex,1,3,1,Academy of Management Journal,2019,2019
Financial statement analysis,OpenAlex,1,3,1,Journal of Management,2019,2019
Flicker fusion threshold,OpenAlex,1,3,1,Journal of Applied Psychology,1952,1952
Flunitrazepam,OpenAlex,1,4,1,Applied Psychology: An International Review,2007,2007
Fluorescent light,OpenAlex,1,3,1,Journal of Applied Psychology,1950,1950
Fluvial,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997
Food addiction,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020
Food craving,OpenAlex,1,4,1,Applied Psychology: An International Review,2020,2020
Food sector,OpenAlex,1,3,1,Academy of Management Journal,1983,1983
Food security,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026
Football team,OpenAlex,1,3,1,Journal of Management,2023,2023
Forced migration,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017
Founder effect,OpenAlex,1,5,1,Academy of Management Journal,2019,2019
Free rider problem,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006
Fund of funds,OpenAlex,1,3,1,Academy of Management Journal,2002,2002
g factor,OpenAlex,1,3,1,Journal of Vocational Behavior,1986,1986
Gain of function,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2025,2025
Gene duplication,OpenAlex,1,3,1,Journal of Applied Psychology,1930,1930
General aviation,OpenAlex,1,3,1,Journal of Applied Psychology,1918,1918
General election,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2007,2007
General Health Questionnaire,OpenAlex,1,3,1,Journal of Organizational Behavior,1999,1999
General strain theory,OpenAlex,1,3,1,Journal of Vocational Behavior,2020,2020
Generator (circuit theory),OpenAlex,1,3,1,Journal of Management,2022,2022
Genetic discrimination,OpenAlex,1,3,1,Journal of Management,2006,2006
Genetic enhancement,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021
Genetically engineered,OpenAlex,1,3,1,Academy of Management Journal,2012,2012
Genetically modified organism,OpenAlex,1,3,1,Academy of Management Journal,2012,2012
Geoengineering,OpenAlex,1,3,1,Academy of Management Journal,2019,2019
Geographic variation,OpenAlex,1,3,1,Academy of Management Journal,2010,2010
Geopolitics,OpenAlex,1,3,1,Journal of Management,2024,2024
German population,OpenAlex,1,3,1,Journal of Organizational Behavior,2009,2009
Gestational age,OpenAlex,1,3,1,Applied Psychology: An International Review,2009,2009
GiST,OpenAlex,1,3,1,Journal of Applied Psychology,2002,2002
Glass transition,OpenAlex,1,3,1,Journal of Management,2001,2001
Globality,OpenAlex,1,3,1,Journal of Management,2025,2025
Glucocorticoid receptor,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012
Good citizenship,OpenAlex,1,4,1,Journal of Applied Psychology,2009,2009
Gossip protocol,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020
Government regulation,OpenAlex,1,3,1,Academy of Management Journal,2012,2012
Grade inflation,OpenAlex,1,3,1,Journal of Applied Psychology,2007,2007
Gradient boosting,OpenAlex,1,3,1,Personnel Psychology,2022,2022
Grain boundary,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004
Grandchild,OpenAlex,1,3,1,Journal of Vocational Behavior,2021,2021
Grandiosity,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015
Great Moderation,OpenAlex,1,3,1,Journal of Applied Psychology,1969,1969
Grey literature,OpenAlex,1,3,1,Journal of Vocational Behavior,2020,2020
Grice,OpenAlex,1,3,1,Journal of Organizational Behavior,2000,2000
Group voting ticket,OpenAlex,1,4,1,Journal of Management,2016,2016
Guided imagery,OpenAlex,1,3,1,Journal of Vocational Behavior,1982,1982
Handshake,OpenAlex,1,3,1,Journal of Applied Psychology,2008,2008
Haplotype,OpenAlex,1,4,1,Academy of Management Journal,2019,2019
Harm avoidance,OpenAlex,1,4,1,Journal of Vocational Behavior,1978,1978
Haskell,OpenAlex,1,3,1,Personnel Psychology,1963,1963
Hazard ratio,OpenAlex,1,3,1,Journal of Applied Psychology,2009,2009
Health care reform,OpenAlex,1,4,1,Academy of Management Journal,1994,1994
Health equity,OpenAlex,1,3,1,Journal of Applied Psychology,2010,2010
Health insurance,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021
Health services,OpenAlex,1,3,1,Personnel Psychology,1968,1968
Healthy eating,OpenAlex,1,3,1,Journal of Applied Psychology,2021,2021
Heart rate variability,OpenAlex,1,4,1,Journal of Applied Psychology,2019,2019
Heavy drinking,OpenAlex,1,4,1,Journal of Applied Psychology,2010,2010
Herd behavior,OpenAlex,1,3,1,Academy of Management Journal,2013,2013
Heston model,OpenAlex,1,5,1,Journal of Applied Psychology,1957,1957
Heterophoria,OpenAlex,1,3,1,Journal of Applied Psychology,1948,1948
Heterosexism,OpenAlex,1,3,1,Journal of Vocational Behavior,2005,2005
Hierarchical control system,OpenAlex,1,3,1,Academy of Management Journal,2025,2025
Historical materialism,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004
Historically black colleges and universities,OpenAlex,1,3,1,Journal of Vocational Behavior,2006,2006
Hoarding (animal behavior),OpenAlex,1,3,1,Academy of Management Journal,2023,2023
Hospitality industry,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2011,2011
Housekeeping,OpenAlex,1,3,1,Journal of Applied Psychology,1975,1975
Huffman coding,OpenAlex,1,3,1,Personnel Psychology,2017,2017
Hum,OpenAlex,1,3,1,Personnel Psychology,1975,1975
Human life,OpenAlex,1,3,1,Journal of Organizational Behavior,2002,2002
Human resource accounting,OpenAlex,1,3,1,Journal of Management,1976,1976
Humanized mouse,OpenAlex,1,3,1,Journal of Applied Psychology,1934,1934
Human–robot interaction,OpenAlex,1,3,1,Journal of Organizational Behavior,2025,2025
Hung jury,OpenAlex,1,3,1,Journal of Applied Psychology,2002,2002
Hurricane katrina,OpenAlex,1,3,1,Academy of Management Journal,2005,2005
Hypomania,OpenAlex,1,5,1,Journal of Applied Psychology,1944,1944
Iceberg,OpenAlex,1,3,1,Journal of Applied Psychology,1993,1993
Image restoration,OpenAlex,1,4,1,Applied Psychology: An International Review,2012,2012
Impact investing,OpenAlex,1,3,1,Journal of Management,2017,2017
Impeachment,OpenAlex,1,3,1,Journal of Applied Psychology,2004,2004
Implicit learning,OpenAlex,1,3,1,Applied Psychology: An International Review,2019,2019
Implicit memory,OpenAlex,1,3,1,Journal of Applied Psychology,1996,1996
Impulse noise,OpenAlex,1,3,1,Journal of Applied Psychology,1961,1961
Impunity,OpenAlex,1,3,1,Journal of Applied Psychology,2024,2024
Incentive salience,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2024,2024
Independent contractor,OpenAlex,1,3,1,Academy of Management Journal,2009,2009
Index of Economic Freedom,OpenAlex,1,3,1,Journal of Management,2014,2014
Industrial noise,OpenAlex,1,3,1,Journal of Applied Psychology,1948,1948
Information center,OpenAlex,1,3,1,Personnel Psychology,1986,1986
Information hiding,OpenAlex,1,3,1,Personnel Psychology,2022,2022
Information seeking behavior,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2006,2006
Information technology consulting,OpenAlex,1,5,1,Journal of Management,1976,1976
Information technology management,OpenAlex,1,4,1,Journal of Management,1976,1976
Inhibition of return,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004
Institutional research,OpenAlex,1,3,1,Academy of Management Journal,2015,2015
Institutionalism,OpenAlex,1,3,1,Academy of Management Journal,2010,2010
