Construct_Name,Source,Definition_Text,Paper_Count,Reference_URLs
"Informal, Job-Relevant Feedback",O*NET,"To what extent do you receive informal, job-relevant feedback from your supervisor?",0,https://www.onetonline.org/find/result?s=Informal%2C+Job-Relevant+Feedback
"Meet One-on-One With Supervisor on Goals, Training, and Development",O*NET,"During the past year, how often have you met one-on-one with your immediate supervisor to discuss issues such as your performance, goals, training and development?",0,https://www.onetonline.org/find/result?s=Meet+One-on-One+With+Supervisor+on+Goals%2C+Training%2C+and+Development
Roles,O*NET,"Characteristics of job incumbents' roles, such as the extent to which they involve conflict and overload",0,https://www.onetonline.org/find/result?s=Roles
Role Conflict,O*NET,The extent to which an individual has to deal with conflicting demands,0,https://www.onetonline.org/find/result?s=Role+Conflict
Often Receive Conflicting Requests,O*NET,You often receive conflicting requests from two or more people at work.,0,https://www.onetonline.org/find/result?s=Often+Receive+Conflicting+Requests
Work With Groups With Different Focuses,O*NET,You work with two or more groups who want you to focus on different things.,0,https://www.onetonline.org/find/result?s=Work+With+Groups+With+Different+Focuses
You and Your Supervisor Agree About Job,O*NET,You and your supervisor agree about what your job should be.,0,https://www.onetonline.org/find/result?s=You+and+Your+Supervisor+Agree+About+Job
Supervisor Makes Conflicting Requests,O*NET,"Your supervisor often asks you to do two or more things that conflict (for example, save a large amount of money while at the same time dramatically increasing quality).",0,https://www.onetonline.org/find/result?s=Supervisor+Makes+Conflicting+Requests
Role Negotiability,O*NET,The extent to which an individual can negotiate his/her role in an organization,0,https://www.onetonline.org/find/result?s=Role+Negotiability
Negotiate Changes in Role with Supervisor,O*NET,You have negotiated changes in the nature of your role at work with your supervisor.,0,https://www.onetonline.org/find/result?s=Negotiate+Changes+in+Role+with+Supervisor
Significant Input Into Way You Do Job,O*NET,You have significant input into the way you do your job.,0,https://www.onetonline.org/find/result?s=Significant+Input+Into+Way+You+Do+Job
Role Overload,O*NET,A discrepancy between the job's demands and one's ability to meet those demands,0,https://www.onetonline.org/find/result?s=Role+Overload
Get Assignments without Adequate Resources,O*NET,You receive assignments at work without adequate resources and materials to complete them properly.,0,https://www.onetonline.org/find/result?s=Get+Assignments+without+Adequate+Resources
Given Enough Time to Do Work,O*NET,You are given enough time to do what is expected of you at work.,0,https://www.onetonline.org/find/result?s=Given+Enough+Time+to+Do+Work
Too Much for One Person to Do,O*NET,It often seems like you have too much work for one person to do.,0,https://www.onetonline.org/find/result?s=Too+Much+for+One+Person+to+Do
Culture,O*NET,"Patterns of behaviors and social relationships reflecting the assumptions, values, norms, and artifacts shared by members of the organization",0,https://www.onetonline.org/find/result?s=Culture
Organizational Values,O*NET,"Indicates the importance of different organizational values such as tradition, stability, innovation, and collaboration",0,https://www.onetonline.org/find/result?s=Organizational+Values
Guiding Principles of Organization,O*NET,"How important are each of the following concepts, or values, as a guiding principle for your organization as a whole.",0,https://www.onetonline.org/find/result?s=Guiding+Principles+of+Organization
Taking Chances; Going Out on a Limb,O*NET,Taking chances; going out on a limb,0,https://www.onetonline.org/find/result?s=Taking+Chances%3B+Going+Out+on+a+Limb
Fairness; Justice,O*NET,Fairness; justice,0,https://www.onetonline.org/find/result?s=Fairness%3B+Justice
Precision,O*NET,Precision; paying attention to even the smallest details,0,https://www.onetonline.org/find/result?s=Precision
Stability,O*NET,Stability; keeping things on an even keel,0,https://www.onetonline.org/find/result?s=Stability
Getting Things Done,O*NET,Getting things done; taking decisive or quick action,0,https://www.onetonline.org/find/result?s=Getting+Things+Done
Caring About Employees,O*NET,Caring about employees; showing concern for their well-being,0,https://www.onetonline.org/find/result?s=Caring+About+Employees
Aggressiveness,O*NET,Aggressiveness; forcefully going after what you want,0,https://www.onetonline.org/find/result?s=Aggressiveness
Valuing Customers,O*NET,Valuing customers; emphasizing customer service,0,https://www.onetonline.org/find/result?s=Valuing+Customers
Providing High Quality Products,O*NET,Providing high quality products or services; meeting high standards of excellence,0,https://www.onetonline.org/find/result?s=Providing+High+Quality+Products
Openness and Honesty,O*NET,Openness; honesty; keeping employees well informed,0,https://www.onetonline.org/find/result?s=Openness+and+Honesty
"Flexibility, Adapting to Change",O*NET,"Flexibility, adapting to change",0,https://www.onetonline.org/find/result?s=Flexibility%2C+Adapting+to+Change
Supervisor Role,O*NET,The nature of supervisory leadership,0,https://www.onetonline.org/find/result?s=Supervisor+Role
Supervisor Friendly and Supportive,O*NET,"To what extent does your supervisor act in a friendly and supportive manner? For example, does he/she show concern for members of your work group and respect for your ideas?",0,https://www.onetonline.org/find/result?s=Supervisor+Friendly+and+Supportive
Supervisor Takes Active Role,O*NET,"To what extent does your supervisor take an active role in directing your work group's activities by setting goals, planning and scheduling work, assigning tasks, and making sure that each person knows what he/she should be doing?",0,https://www.onetonline.org/find/result?s=Supervisor+Takes+Active+Role
Supervisor Provides Clear Vision,O*NET,To what extent does your supervisor provide members of your work group with a clear vision of where the group is going and keep everyone fully committed to the work at hand?,0,https://www.onetonline.org/find/result?s=Supervisor+Provides+Clear+Vision
Supervisor Solves Problems,O*NET,"To what extent does your supervisor quickly and effectively solve problems, even difficult problems, that come up in your work group?",0,https://www.onetonline.org/find/result?s=Supervisor+Solves+Problems
Work Context,O*NET,Physical and social factors that influence the nature of work,0,https://www.onetonline.org/find/result?s=Work+Context
Interpersonal Relationships,O*NET,This category describes the context of the job in terms of human interaction processes,0,https://www.onetonline.org/find/result?s=Interpersonal+Relationships
Communication,O*NET,Types and frequency of interactions with other people that are required as part of this job.,0,https://www.onetonline.org/find/result?s=Communication
Communication Methods,O*NET,How frequently does this job require the use of the following communication methods?,0,https://www.onetonline.org/find/result?s=Communication+Methods
Telephone Conversations,O*NET,How often do you have telephone conversations in this job?,0,https://www.onetonline.org/find/result?s=Telephone+Conversations
E-Mail,O*NET,How frequently does your job require you to use E-mail?,0,https://www.onetonline.org/find/result?s=E-Mail
Written Letters and Memos,O*NET,How frequently does your job require written letters and memos?,0,https://www.onetonline.org/find/result?s=Written+Letters+and+Memos
Face-to-Face Discussions with Individuals and Within Teams,O*NET,How frequently does your job require face-to-face discussions with individuals and within teams?,0,https://www.onetonline.org/find/result?s=Face-to-Face+Discussions+with+Individuals+and+Within+Teams
Contact With Others,O*NET,"How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?",0,https://www.onetonline.org/find/result?s=Contact+With+Others
Role Relationships,O*NET,Importance of different types of interactions with others both inside and outside the organization,0,https://www.onetonline.org/find/result?s=Role+Relationships
Job Interactions,O*NET,How important are interactions requiring the worker to:,0,https://www.onetonline.org/find/result?s=Job+Interactions
Work With or Contribute to a Work Group or Team,O*NET,How important is it to work with or contribute to a work group or team in this job?,0,https://www.onetonline.org/find/result?s=Work+With+or+Contribute+to+a+Work+Group+or+Team
Deal With External Customers or the Public in General,O*NET,How important is it to deal with external customers (as in retail sales) or the public in general (as in police work) in this job?,0,https://www.onetonline.org/find/result?s=Deal+With+External+Customers+or+the+Public+in+General
Coordinate or Lead Others in Accomplishing Work Activities,O*NET,How important is it to coordinate or lead others (not as a supervisor or team leader) in accomplishing work activities in this job?,0,https://www.onetonline.org/find/result?s=Coordinate+or+Lead+Others+in+Accomplishing+Work+Activities
Responsibility for Others,O*NET,Amount of responsibility the worker has for other workers as a part of this job,0,https://www.onetonline.org/find/result?s=Responsibility+for+Others
Health and Safety of Other Workers,O*NET,How much responsibility is there for the health and safety of others in this job?,0,https://www.onetonline.org/find/result?s=Health+and+Safety+of+Other+Workers
Work Outcomes and Results of Other Workers,O*NET,How responsible is the worker for work outcomes and results of other workers?,0,https://www.onetonline.org/find/result?s=Work+Outcomes+and+Results+of+Other+Workers
Conflictual Contact,O*NET,Amount of conflict that the worker will encounter as part of this job,0,https://www.onetonline.org/find/result?s=Conflictual+Contact
Conflict Situations,O*NET,How frequently are there conflict situations the employee has to face in this job?,0,https://www.onetonline.org/find/result?s=Conflict+Situations
"Dealing With Unpleasant, Angry, or Discourteous People",O*NET,"How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?",0,https://www.onetonline.org/find/result?s=Dealing+With+Unpleasant%2C+Angry%2C+or+Discourteous+People
Dealing with Violent or Physically Aggressive People,O*NET,How frequently does this job require the worker to deal with physical aggression of violent individuals?,0,https://www.onetonline.org/find/result?s=Dealing+with+Violent+or+Physically+Aggressive+People
Physical Work Conditions,O*NET,This category describes the work context as it relates to the interactions between the worker and the physical job environment,0,https://www.onetonline.org/find/result?s=Physical+Work+Conditions
Work Setting,O*NET,Description of physical surroundings that the worker will face as part of this job,0,https://www.onetonline.org/find/result?s=Work+Setting
Frequency Required to Work:,O*NET,How frequently does this job require the worker to work:,0,https://www.onetonline.org/find/result?s=Frequency+Required+to+Work%3A
"Indoors, Environmentally Controlled",O*NET,How often does this job require working indoors in an environmentally controlled environment (like a warehouse with air conditioning)?,0,https://www.onetonline.org/find/result?s=Indoors%2C+Environmentally+Controlled
"Indoors, Not Environmentally Controlled",O*NET,How often does this job require working in an environment that is not environmentally controlled (like a warehouse without air conditioning)?,0,https://www.onetonline.org/find/result?s=Indoors%2C+Not+Environmentally+Controlled
"Outdoors, Exposed to All Weather Conditions",O*NET,"How often does this job require working outdoors, exposed to all weather conditions?",0,https://www.onetonline.org/find/result?s=Outdoors%2C+Exposed+to+All+Weather+Conditions
"Outdoors, Under Cover",O*NET,"How often does this job require working outdoors, under cover (like in an open shed)?",0,https://www.onetonline.org/find/result?s=Outdoors%2C+Under+Cover
In an Open Vehicle or Operating Equipment,O*NET,How often does this job require working in an open vehicle or operating equipment (like a tractor)?,0,https://www.onetonline.org/find/result?s=In+an+Open+Vehicle+or+Operating+Equipment
In an Enclosed Vehicle or Operate Enclosed Equipment,O*NET,How often does this job require working in a closed vehicle or operate enclosed equipment (like a car)?,0,https://www.onetonline.org/find/result?s=In+an+Enclosed+Vehicle+or+Operate+Enclosed+Equipment
Physical Proximity,O*NET,To what extent does this job require the worker to perform job tasks physically close to other people?,0,https://www.onetonline.org/find/result?s=Physical+Proximity
Environmental Conditions,O*NET,Description of extreme environmental conditions the worker will be placed in as part of this job,0,https://www.onetonline.org/find/result?s=Environmental+Conditions
Frequency in Environmental Conditions,O*NET,How often during a usual work period is the worker exposed to the following conditions:,0,https://www.onetonline.org/find/result?s=Frequency+in+Environmental+Conditions
"Exposed to Sounds, Noise Levels that are Distracting or Uncomfortable",O*NET,How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?,0,https://www.onetonline.org/find/result?s=Exposed+to+Sounds%2C+Noise+Levels+that+are+Distracting+or+Uncomfortable
Exposed to Very Hot or Cold Temperatures,O*NET,How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?,0,https://www.onetonline.org/find/result?s=Exposed+to+Very+Hot+or+Cold+Temperatures
Exposed to Extremely Bright or Inadequate Lighting Conditions,O*NET,How often does this job require working in extremely bright or inadequate lighting conditions?,0,https://www.onetonline.org/find/result?s=Exposed+to+Extremely+Bright+or+Inadequate+Lighting+Conditions
Exposed to Contaminants,O*NET,"How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?",0,https://www.onetonline.org/find/result?s=Exposed+to+Contaminants
"Exposed to Cramped Work Space, Awkward Positions",O*NET,How often does this job require working in cramped work spaces that requires getting into awkward positions?,0,https://www.onetonline.org/find/result?s=Exposed+to+Cramped+Work+Space%2C+Awkward+Positions
Exposed to Whole Body Vibration,O*NET,How often does this job require exposure to whole body vibration (like operating a jackhammer or earth moving equipment)?,0,https://www.onetonline.org/find/result?s=Exposed+to+Whole+Body+Vibration
Job Hazards,O*NET,"Descriptions of types of hazardous conditions the worker could be exposed to as part of this job. This includes the frequency of exposure, and the likelihood and degree of injury if exposed.",0,https://www.onetonline.org/find/result?s=Job+Hazards
Frequency of Exposure to Job Hazards,O*NET,How often does this job require the worker to be exposed to the following hazards?,0,https://www.onetonline.org/find/result?s=Frequency+of+Exposure+to+Job+Hazards
Exposed to Radiation,O*NET,How often does this job require exposure to radiation?,0,https://www.onetonline.org/find/result?s=Exposed+to+Radiation
Exposed to Disease or Infections,O*NET,How often does this job require exposure to disease/infections?,0,https://www.onetonline.org/find/result?s=Exposed+to+Disease+or+Infections
Exposed to High Places,O*NET,How often does this job require exposure to high places?,0,https://www.onetonline.org/find/result?s=Exposed+to+High+Places
Exposed to Hazardous Conditions,O*NET,How often does this job require exposure to hazardous conditions?,0,https://www.onetonline.org/find/result?s=Exposed+to+Hazardous+Conditions
Exposed to Hazardous Equipment,O*NET,How often does this job require exposure to hazardous equipment?,0,https://www.onetonline.org/find/result?s=Exposed+to+Hazardous+Equipment
"Exposed to Minor Burns, Cuts, Bites, or Stings",O*NET,"How often does this job require exposure to minor burns, cuts, bites, or stings?",0,https://www.onetonline.org/find/result?s=Exposed+to+Minor+Burns%2C+Cuts%2C+Bites%2C+or+Stings
Likelihood of Injury From Job Hazards,O*NET,What is the likelihood that the worker would be injured as a result of being exposed to the following hazards while performing this job?,0,https://www.onetonline.org/find/result?s=Likelihood+of+Injury+From+Job+Hazards
Degree of Injury,O*NET,"If injury, due to exposure to the following hazards, were to occur while performing this job, how serious would be the likely outcome?",0,https://www.onetonline.org/find/result?s=Degree+of+Injury
Body Positioning,O*NET,Amount of time the worker will spend in a variety of physical positions on this job,0,https://www.onetonline.org/find/result?s=Body+Positioning
Time Spent in Body Positions,O*NET,How much time in a usual work period does the worker spend:,0,https://www.onetonline.org/find/result?s=Time+Spent+in+Body+Positions
Spend Time Sitting,O*NET,How much does this job require sitting?,0,https://www.onetonline.org/find/result?s=Spend+Time+Sitting
Spend Time Standing,O*NET,How much does this job require standing?,0,https://www.onetonline.org/find/result?s=Spend+Time+Standing
"Spend Time Climbing Ladders, Scaffolds, or Poles",O*NET,"How much does this job require climbing ladders, scaffolds, poles, etc.?",0,https://www.onetonline.org/find/result?s=Spend+Time+Climbing+Ladders%2C+Scaffolds%2C+or+Poles
Spend Time Walking or Running,O*NET,How much does this job require walking or running?,0,https://www.onetonline.org/find/result?s=Spend+Time+Walking+or+Running
"Spend Time Kneeling, Crouching, Stooping, or Crawling",O*NET,"How much does this job require kneeling, crouching, stooping or crawling?",0,https://www.onetonline.org/find/result?s=Spend+Time+Kneeling%2C+Crouching%2C+Stooping%2C+or+Crawling
Spend Time Keeping or Regaining Balance,O*NET,How much does this job require keeping or regaining your balance?,0,https://www.onetonline.org/find/result?s=Spend+Time+Keeping+or+Regaining+Balance
"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls",O*NET,"How much does this job require using your hands to handle, control, or feel objects, tools or controls?",0,https://www.onetonline.org/find/result?s=Spend+Time+Using+Your+Hands+to+Handle%2C+Control%2C+or+Feel+Objects%2C+Tools%2C+or+Controls
Spend Time Bending or Twisting Your Body,O*NET,How much does this job require bending or twisting your body?,0,https://www.onetonline.org/find/result?s=Spend+Time+Bending+or+Twisting+Your+Body
Spend Time Making Repetitive Motions,O*NET,How much does this job require making repetitive motions?,0,https://www.onetonline.org/find/result?s=Spend+Time+Making+Repetitive+Motions
Work Attire,O*NET,Dress requirements of this job,0,https://www.onetonline.org/find/result?s=Work+Attire
Frequency of Wearing Work Attire,O*NET,How often does the worker wear:,0,https://www.onetonline.org/find/result?s=Frequency+of+Wearing+Work+Attire
"Wear Common Protective or Safety Equipment such as Safety Shoes, Glasses, Gloves, Hearing Protection, Hard Hats, or Life Jackets",O*NET,"How often does this job require wearing common protective or safety equipment such as safety shoes, glasses, gloves, hearing protection, hard hats or life-jackets?",0,https://www.onetonline.org/find/result?s=Wear+Common+Protective+or+Safety+Equipment+such+as+Safety+Shoes%2C+Glasses%2C+Gloves%2C+Hearing+Protection%2C+Hard+Hats%2C+or+Life+Jackets
"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection",O*NET,"How often does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?",0,https://www.onetonline.org/find/result?s=Wear+Specialized+Protective+or+Safety+Equipment+such+as+Breathing+Apparatus%2C+Safety+Harness%2C+Full+Protection+Suits%2C+or+Radiation+Protection
Structural Job Characteristics,O*NET,This category involves the relationships or interactions between the worker and the structural characteristics of the job,0,https://www.onetonline.org/find/result?s=Structural+Job+Characteristics
Criticality of Position,O*NET,Amount of impact the worker has on final products and their outcomes,0,https://www.onetonline.org/find/result?s=Criticality+of+Position
Consequence of Error,O*NET,How serious would the result usually be if the worker made a mistake that was not easily correctable?,0,https://www.onetonline.org/find/result?s=Consequence+of+Error
Impact of Decisions,O*NET,The frequency and nature of the impact of worker's decisions on the organization,0,https://www.onetonline.org/find/result?s=Impact+of+Decisions
Impact of Decisions on Co-workers or Company Results,O*NET,What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?,0,https://www.onetonline.org/find/result?s=Impact+of+Decisions+on+Co-workers+or+Company+Results
Frequency of Decision Making,O*NET,"How often is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?",0,https://www.onetonline.org/find/result?s=Frequency+of+Decision+Making
Freedom to Make Decisions,O*NET,"How much decision making freedom, without supervision, does the job offer?",0,https://www.onetonline.org/find/result?s=Freedom+to+Make+Decisions
Routine versus Challenging Work,O*NET,The relative amounts of routine versus challenging work the worker will perform as part of this job,0,https://www.onetonline.org/find/result?s=Routine+versus+Challenging+Work
Degree of Automation,O*NET,How automated is the job?,0,https://www.onetonline.org/find/result?s=Degree+of+Automation
Importance of Being Exact or Accurate,O*NET,How important is being very exact or highly accurate in performing this job?,0,https://www.onetonline.org/find/result?s=Importance+of+Being+Exact+or+Accurate
Importance of Repeating Same Tasks,O*NET,"How important are continuous, repetitive, physical activities (like key entry) or mental activities (like checking entries in a ledger) to performing this job?",0,https://www.onetonline.org/find/result?s=Importance+of+Repeating+Same+Tasks
"Determine Tasks, Priorities and Goals",O*NET,"How much freedom does the worker have in determining the tasks, priorities, or goals of the job?",0,https://www.onetonline.org/find/result?s=Determine+Tasks%2C+Priorities+and+Goals
Competition,O*NET,Amount of competition that the worker will face as part of this job,0,https://www.onetonline.org/find/result?s=Competition
Level of Competition,O*NET,To what extent does this job require the worker to compete or to be aware of competitive pressures?,0,https://www.onetonline.org/find/result?s=Level+of+Competition
Pace and Scheduling,O*NET,Description of the role that time plays in the way the worker performs the tasks required by this job,0,https://www.onetonline.org/find/result?s=Pace+and+Scheduling
Time Pressure,O*NET,How often does this job require the worker to meet strict deadlines?,0,https://www.onetonline.org/find/result?s=Time+Pressure
Pace Determined by Speed of Equipment,O*NET,How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.),0,https://www.onetonline.org/find/result?s=Pace+Determined+by+Speed+of+Equipment
Work Schedules,O*NET,How regular are the work schedules for this job?,0,https://www.onetonline.org/find/result?s=Work+Schedules
Duration of Typical Work Week,O*NET,Number of hours typically worked in one week.,0,https://www.onetonline.org/find/result?s=Duration+of+Typical+Work+Week
Detailed Work Activities,O*NET,Specific work activities that are performed across a small to moderate number of occupations within a job family.,0,https://www.onetonline.org/find/result?s=Detailed+Work+Activities
Detailed Work Activities List,O*NET,List of detailed work activities for each occupation,0,https://www.onetonline.org/find/result?s=Detailed+Work+Activities+List
Intermediate Work Activities,O*NET,Work activities that are common across many occupations. They are performed in many job families and industries.,0,https://www.onetonline.org/find/result?s=Intermediate+Work+Activities
Intermediate Work Activities List,O*NET,List of intermediate work activities for each occupation,0,https://www.onetonline.org/find/result?s=Intermediate+Work+Activities+List
Occupation-Specific Information,O*NET,Occupation-Specific Information,0,https://www.onetonline.org/find/result?s=Occupation-Specific+Information
Tasks,O*NET,Occupation-Specific Tasks,0,https://www.onetonline.org/find/result?s=Tasks
Task List,O*NET,List of tasks for each occupation,0,https://www.onetonline.org/find/result?s=Task+List
Title,O*NET,Primary title and code used to identify a single occupation in the O*NET-SOC taxonomy,0,https://www.onetonline.org/find/result?s=Title
Description,O*NET,A statement of required or important duties performed by workers in an occupation in the O*NET-SOC taxonomy.,0,https://www.onetonline.org/find/result?s=Description
Alternate Titles,O*NET,"Alternate or ""lay titles"" include related job titles and occupational titles gathered from job incumbents, occupational experts, government agencies, professional groups, customer input, employer job postings, and other occupational classification systems.",0,https://www.onetonline.org/find/result?s=Alternate+Titles
Alternate Titles List,O*NET,List of alternate titles,0,https://www.onetonline.org/find/result?s=Alternate+Titles+List
Sample of Reported Titles List,O*NET,List of sample of reported titles,0,https://www.onetonline.org/find/result?s=Sample+of+Reported+Titles+List
Technology Skills,O*NET,Information technology and software skills essential to the functions of an occupational role.,0,https://www.onetonline.org/find/result?s=Technology+Skills
Technology Skills List,O*NET,List of technology skills for each occupation.,0,https://www.onetonline.org/find/result?s=Technology+Skills+List
Tools,O*NET,"Machines, equipment, and tools essential to the performance of an occupational role.",0,https://www.onetonline.org/find/result?s=Tools
Tools List,O*NET,"List of machines, equipment, and tools for each occupation.",0,https://www.onetonline.org/find/result?s=Tools+List
Workforce Characteristics,O*NET,Workforce Characteristics,0,https://www.onetonline.org/find/result?s=Workforce+Characteristics
Labor Market Information,O*NET,Labor Market Information,0,https://www.onetonline.org/find/result?s=Labor+Market+Information
Occupational Statistics,O*NET,Information related to economic conditions and labor force characteristics of occupations,0,https://www.onetonline.org/find/result?s=Occupational+Statistics
Occupational Outlook,O*NET,Occupational Outlook,0,https://www.onetonline.org/find/result?s=Occupational+Outlook
Occupational Projections,O*NET,Projections of future economic conditions and labor force characteristics of occupations,0,https://www.onetonline.org/find/result?s=Occupational+Projections
