Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max,Recovered_Level2,Old_Unified_Paper_Count
Dead end,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2024,2024,False,0
Deblurring,OpenAlex,1,5,1,Applied Psychology: An International Review,2012,2012,False,0
Debt levels and flows,OpenAlex,1,4,1,Academy of Management Journal,2008,2008,False,0
Debt-to-GDP ratio,OpenAlex,1,4,1,Academy of Management Journal,2008,2008,False,0
Decentralised system,OpenAlex,1,3,1,Journal of Management,2020,2020,False,0
Decision tree model,OpenAlex,1,3,1,Journal of Vocational Behavior,1993,1993,False,0
Democratization,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,1992,1992,False,2
Demographic profile,OpenAlex,1,3,1,Journal of Vocational Behavior,2009,2009,False,1
Demotion,OpenAlex,1,3,1,Academy of Management Journal,2012,2012,False,3
Depreciation (economics),OpenAlex,1,5,1,Academy of Management Journal,2005,2005,False,0
Derailment,OpenAlex,1,3,1,Personnel Psychology,2016,2016,False,2
Desalination,OpenAlex,1,3,1,Journal of Vocational Behavior,1989,1989,False,0
Design management,OpenAlex,1,3,1,Academy of Management Journal,1968,1968,False,2
Design process,OpenAlex,1,3,1,Academy of Management Journal,2025,2025,False,0
Deskilling,OpenAlex,1,3,1,Journal of Organizational Behavior,1987,1987,False,2
Determiner,OpenAlex,1,3,1,Journal of Applied Psychology,1950,1950,False,0
Dictator,OpenAlex,1,3,1,Journal of Applied Psychology,2014,2014,False,0
Differential psychology,OpenAlex,1,3,1,Journal of Vocational Behavior,2001,2001,False,0
Diffusion process,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Diffusion theory,OpenAlex,1,3,1,Academy of Management Journal,2010,2010,False,0
Digit symbol substitution test,OpenAlex,1,4,1,Journal of Applied Psychology,1992,1992,False,0
Digital subtraction angiography,OpenAlex,1,3,1,Journal of Management,2000,2000,False,0
Disability insurance,OpenAlex,1,3,1,Journal of Organizational Behavior,2026,2026,False,0
Discriminator,OpenAlex,1,3,1,Journal of Applied Psychology,1974,1974,False,0
Diseconomies of scale,OpenAlex,1,3,1,Academy of Management Journal,2023,2023,False,0
Disparate treatment,OpenAlex,1,3,1,Journal of Vocational Behavior,1988,1988,False,0
Displaced person,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017,False,0
Dispute mechanism,OpenAlex,1,4,1,Journal of Applied Psychology,2002,2002,False,1
Dissociative disorders,OpenAlex,1,3,1,Applied Psychology: An International Review,2013,2013,False,0
Dissociative Experiences Scale,OpenAlex,1,4,1,Applied Psychology: An International Review,2013,2013,False,0
Dividend policy,OpenAlex,1,3,1,Journal of Management,1989,1989,False,0
Dizygotic twin,OpenAlex,1,4,1,Journal of Vocational Behavior,1974,1974,False,0
DNA methylation,OpenAlex,1,4,1,Journal of Management,2003,2003,False,0
dNaM,OpenAlex,1,5,1,Journal of Management,2003,2003,False,0
Doctoral dissertation,OpenAlex,1,3,1,Journal of Management,2003,2003,False,3
Domain specificity,OpenAlex,1,3,1,Journal of Management,2000,2000,False,0
Dominant ideology,OpenAlex,1,4,1,Journal of Applied Psychology,2025,2025,False,0
Drug addict,OpenAlex,1,3,1,Journal of Applied Psychology,1940,1940,False,0
Drug development,OpenAlex,1,3,1,Academy of Management Journal,2023,2023,False,0
Drug education,OpenAlex,1,3,1,Personnel Psychology,1990,1990,False,0
Drunk drivers,OpenAlex,1,5,1,Applied Psychology: An International Review,2014,2014,False,0
Drunk driving,OpenAlex,1,4,1,Applied Psychology: An International Review,2014,2014,False,0
Dynamic and formal equivalence,OpenAlex,1,3,1,Journal of Applied Psychology,2022,2022,False,0
Dynamite,OpenAlex,1,3,1,Journal of Applied Psychology,1948,1948,False,0
Dysphoria,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997,False,0
Earnings per share,OpenAlex,1,3,1,Journal of Applied Psychology,2003,2003,False,0
Earnings response coefficient,OpenAlex,1,3,1,Academy of Management Journal,2019,2019,False,0
Earnings surprise,OpenAlex,1,5,1,Academy of Management Journal,2019,2019,False,0
Eating Attitudes Test,OpenAlex,1,3,1,Applied Psychology: An International Review,2013,2013,False,0
Echoic memory,OpenAlex,1,3,1,Journal of Applied Psychology,1980,1980,False,0
Ecological niche,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008,False,0
Ecological rationality,OpenAlex,1,3,1,Academy of Management Journal,2019,2019,False,0
Economic order quantity,OpenAlex,1,3,1,Journal of Management,1978,1978,False,0
Ecosystem engineer,OpenAlex,1,3,1,Journal of Management,2025,2025,False,0
Edge detection,OpenAlex,1,4,1,Personnel Psychology,1970,1970,False,0
Efference copy,OpenAlex,1,3,1,Journal of Organizational Behavior,2000,2000,False,0
Efficient estimator,OpenAlex,1,4,1,Personnel Psychology,2001,2001,False,0
Elastic net regularization,OpenAlex,1,3,1,Personnel Psychology,2023,2023,False,0
Electric power industry,OpenAlex,1,3,1,Academy of Management Journal,2018,2018,False,0
Electricity market,OpenAlex,1,3,1,Academy of Management Journal,2010,2010,False,0
Electrochemistry,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Electrolyte,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Elite athletes,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2015,2015,False,5
Elongation,OpenAlex,1,3,1,Journal of Applied Psychology,1973,1973,False,0
Emotional health,OpenAlex,1,3,1,Journal of Vocational Behavior,2012,2012,False,0
Empirical legal studies,OpenAlex,1,3,1,Personnel Psychology,1999,1999,False,0
Empirical probability,OpenAlex,1,4,1,Journal of Management,2014,2014,False,0
Employment contract,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006,False,6
Encephalitis,OpenAlex,1,3,1,Journal of Applied Psychology,1931,1931,False,0
Engaged scholarship,OpenAlex,1,3,1,Academy of Management Journal,2005,2005,False,3
English grammar,OpenAlex,1,3,1,Journal of Applied Psychology,1926,1926,False,0
Enhancer,OpenAlex,1,4,1,Academy of Management Journal,2024,2024,False,0
Entrepreneurship education,OpenAlex,1,3,1,Journal of Management,2003,2003,False,0
Environmental scanning,OpenAlex,1,4,1,Academy of Management Journal,2005,2005,False,0
Environmental systems,OpenAlex,1,3,1,Personnel Psychology,2026,2026,False,0
Equating,OpenAlex,1,3,1,Journal of Applied Psychology,1949,1949,False,0
Equity capital markets,OpenAlex,1,3,1,Journal of Management,2022,2022,False,0
Equity crowdfunding,OpenAlex,1,3,1,Journal of Management,2017,2017,False,0
Equity financing,OpenAlex,1,3,1,Journal of Management,2017,2017,False,0
Erasmus+,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2021,2021,False,3
Etching (microfabrication),OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Evans syndrome,OpenAlex,1,4,1,Academy of Management Journal,1966,1966,False,0
Evidence-based management,OpenAlex,1,3,1,Academy of Management Journal,2007,2007,False,0
Excessive alcohol consumption,OpenAlex,1,4,1,Journal of Applied Psychology,2020,2020,False,0
Executive information system,OpenAlex,1,4,1,Journal of Management,1988,1988,False,0
Experiential avoidance,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2013,2013,False,1
Exponential random graph models,OpenAlex,1,4,1,Journal of Management,2014,2014,False,0
External debt,OpenAlex,1,3,1,Academy of Management Journal,2008,2008,False,0
Eyes open,OpenAlex,1,3,1,Journal of Applied Psychology,1966,1966,False,0
Face masks,OpenAlex,1,5,1,Journal of Vocational Behavior,2003,2003,False,0
Facial electromyography,OpenAlex,1,3,1,Applied Psychology: An International Review,2026,2026,False,0
Fair dealing,OpenAlex,1,3,1,Personnel Psychology,1987,1987,False,0
Far right,OpenAlex,1,3,1,Academy of Management Journal,2001,2001,False,0
Fast ion conductor,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004,False,0
Fear of negative evaluation,OpenAlex,1,4,1,Journal of Vocational Behavior,1980,1980,False,2
Federal court,OpenAlex,1,3,1,Academy of Management Journal,1992,1992,False,0
Feudalism,OpenAlex,1,3,1,Academy of Management Journal,1968,1968,False,0
Field cricket,OpenAlex,1,3,1,Academy of Management Journal,2012,2012,False,0
Financial inclusion,OpenAlex,1,3,1,Academy of Management Journal,2016,2016,False,0
Financial statement,OpenAlex,1,3,1,Academy of Management Journal,2019,2019,False,1
Financial statement analysis,OpenAlex,1,3,1,Journal of Management,2019,2019,False,0
Flicker fusion threshold,OpenAlex,1,3,1,Journal of Applied Psychology,1952,1952,False,0
Flunitrazepam,OpenAlex,1,4,1,Applied Psychology: An International Review,2007,2007,False,0
Fluorescent light,OpenAlex,1,3,1,Journal of Applied Psychology,1950,1950,False,0
Fluvial,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997,False,0
Food addiction,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,0
Food craving,OpenAlex,1,4,1,Applied Psychology: An International Review,2020,2020,False,0
Food sector,OpenAlex,1,3,1,Academy of Management Journal,1983,1983,False,0
Food security,OpenAlex,1,3,1,Journal of Applied Psychology,2026,2026,False,1
Football team,OpenAlex,1,3,1,Journal of Management,2023,2023,False,0
Forced migration,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017,False,0
Founder effect,OpenAlex,1,5,1,Academy of Management Journal,2019,2019,False,0
Free rider problem,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006,False,0
Fund of funds,OpenAlex,1,3,1,Academy of Management Journal,2002,2002,False,0
g factor,OpenAlex,1,3,1,Journal of Vocational Behavior,1986,1986,False,0
Gain of function,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2025,2025,False,0
Gene duplication,OpenAlex,1,3,1,Journal of Applied Psychology,1930,1930,False,0
General aviation,OpenAlex,1,3,1,Journal of Applied Psychology,1918,1918,False,1
General election,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2007,2007,False,0
General Health Questionnaire,OpenAlex,1,3,1,Journal of Organizational Behavior,1999,1999,False,0
General strain theory,OpenAlex,1,3,1,Journal of Vocational Behavior,2020,2020,False,6
Generator (circuit theory),OpenAlex,1,3,1,Journal of Management,2022,2022,False,0
Genetic discrimination,OpenAlex,1,3,1,Journal of Management,2006,2006,False,0
Genetic enhancement,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021,False,0
Genetically engineered,OpenAlex,1,3,1,Academy of Management Journal,2012,2012,False,0
Genetically modified organism,OpenAlex,1,3,1,Academy of Management Journal,2012,2012,False,0
Geoengineering,OpenAlex,1,3,1,Academy of Management Journal,2019,2019,False,0
Geographic variation,OpenAlex,1,3,1,Academy of Management Journal,2010,2010,False,0
Geopolitics,OpenAlex,1,3,1,Journal of Management,2024,2024,False,0
German population,OpenAlex,1,3,1,Journal of Organizational Behavior,2009,2009,False,0
Gestational age,OpenAlex,1,3,1,Applied Psychology: An International Review,2009,2009,False,0
GiST,OpenAlex,1,3,1,Journal of Applied Psychology,2002,2002,False,0
Glass transition,OpenAlex,1,3,1,Journal of Management,2001,2001,False,0
Globality,OpenAlex,1,3,1,Journal of Management,2025,2025,False,0
Glucocorticoid receptor,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012,False,0
Good citizenship,OpenAlex,1,4,1,Journal of Applied Psychology,2009,2009,False,1
Gossip protocol,OpenAlex,1,3,1,Journal of Applied Psychology,2020,2020,False,0
Government regulation,OpenAlex,1,3,1,Academy of Management Journal,2012,2012,False,0
Grade inflation,OpenAlex,1,3,1,Journal of Applied Psychology,2007,2007,False,0
Gradient boosting,OpenAlex,1,3,1,Personnel Psychology,2022,2022,False,1
Grain boundary,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Grandchild,OpenAlex,1,3,1,Journal of Vocational Behavior,2021,2021,False,0
Grandiosity,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015,False,0
Great Moderation,OpenAlex,1,3,1,Journal of Applied Psychology,1969,1969,False,0
Grey literature,OpenAlex,1,3,1,Journal of Vocational Behavior,2020,2020,False,8
Grice,OpenAlex,1,3,1,Journal of Organizational Behavior,2000,2000,False,1
Group voting ticket,OpenAlex,1,4,1,Journal of Management,2016,2016,False,0
Guided imagery,OpenAlex,1,3,1,Journal of Vocational Behavior,1982,1982,False,0
Handshake,OpenAlex,1,3,1,Journal of Applied Psychology,2008,2008,False,0
Haplotype,OpenAlex,1,4,1,Academy of Management Journal,2019,2019,False,0
Harm avoidance,OpenAlex,1,4,1,Journal of Vocational Behavior,1978,1978,False,0
Haskell,OpenAlex,1,3,1,Personnel Psychology,1963,1963,False,0
Hazard ratio,OpenAlex,1,3,1,Journal of Applied Psychology,2009,2009,False,0
Health care reform,OpenAlex,1,4,1,Academy of Management Journal,1994,1994,False,0
Health equity,OpenAlex,1,3,1,Journal of Applied Psychology,2010,2010,False,0
Health insurance,OpenAlex,1,3,1,Applied Psychology: An International Review,2021,2021,False,0
Health services,OpenAlex,1,3,1,Personnel Psychology,1968,1968,False,0
Healthy eating,OpenAlex,1,3,1,Journal of Applied Psychology,2021,2021,False,0
Heart rate variability,OpenAlex,1,4,1,Journal of Applied Psychology,2019,2019,False,0
Heavy drinking,OpenAlex,1,4,1,Journal of Applied Psychology,2010,2010,False,0
Herd behavior,OpenAlex,1,3,1,Academy of Management Journal,2013,2013,False,1
Heston model,OpenAlex,1,5,1,Journal of Applied Psychology,1957,1957,False,0
Heterophoria,OpenAlex,1,3,1,Journal of Applied Psychology,1948,1948,False,0
Heterosexism,OpenAlex,1,3,1,Journal of Vocational Behavior,2005,2005,False,0
Hierarchical control system,OpenAlex,1,3,1,Academy of Management Journal,2025,2025,False,0
Historical materialism,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004,False,2
Historically black colleges and universities,OpenAlex,1,3,1,Journal of Vocational Behavior,2006,2006,False,0
Hoarding (animal behavior),OpenAlex,1,3,1,Academy of Management Journal,2023,2023,False,0
Hospitality industry,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2011,2011,False,44
Housekeeping,OpenAlex,1,3,1,Journal of Applied Psychology,1975,1975,False,0
Huffman coding,OpenAlex,1,3,1,Personnel Psychology,2017,2017,False,0
Hum,OpenAlex,1,3,1,Personnel Psychology,1975,1975,False,0
Human life,OpenAlex,1,3,1,Journal of Organizational Behavior,2002,2002,False,0
Human resource accounting,OpenAlex,1,3,1,Journal of Management,1976,1976,False,0
Humanized mouse,OpenAlex,1,3,1,Journal of Applied Psychology,1934,1934,False,0
Human–robot interaction,OpenAlex,1,3,1,Journal of Organizational Behavior,2025,2025,False,7
Hung jury,OpenAlex,1,3,1,Journal of Applied Psychology,2002,2002,False,0
Hurricane katrina,OpenAlex,1,3,1,Academy of Management Journal,2005,2005,False,0
Hypomania,OpenAlex,1,5,1,Journal of Applied Psychology,1944,1944,False,0
Iceberg,OpenAlex,1,3,1,Journal of Applied Psychology,1993,1993,False,0
Image restoration,OpenAlex,1,4,1,Applied Psychology: An International Review,2012,2012,False,0
Impact investing,OpenAlex,1,3,1,Journal of Management,2017,2017,False,0
Impeachment,OpenAlex,1,3,1,Journal of Applied Psychology,2004,2004,False,0
Implicit learning,OpenAlex,1,3,1,Applied Psychology: An International Review,2019,2019,False,0
Implicit memory,OpenAlex,1,3,1,Journal of Applied Psychology,1996,1996,False,0
Impulse noise,OpenAlex,1,3,1,Journal of Applied Psychology,1961,1961,False,0
Impunity,OpenAlex,1,3,1,Journal of Applied Psychology,2024,2024,False,0
Incentive salience,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2024,2024,False,0
Independent contractor,OpenAlex,1,3,1,Academy of Management Journal,2009,2009,False,0
Index of Economic Freedom,OpenAlex,1,3,1,Journal of Management,2014,2014,False,0
Industrial noise,OpenAlex,1,3,1,Journal of Applied Psychology,1948,1948,False,0
Information center,OpenAlex,1,3,1,Personnel Psychology,1986,1986,False,1
Information hiding,OpenAlex,1,3,1,Personnel Psychology,2022,2022,False,0
Information seeking behavior,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2006,2006,False,0
Information technology consulting,OpenAlex,1,5,1,Journal of Management,1976,1976,False,6
Information technology management,OpenAlex,1,4,1,Journal of Management,1976,1976,False,6
Inhibition of return,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004,False,0
Institutional research,OpenAlex,1,3,1,Academy of Management Journal,2015,2015,False,0
Institutionalism,OpenAlex,1,3,1,Academy of Management Journal,2010,2010,False,0
Internal debt,OpenAlex,1,3,1,Academy of Management Journal,2008,2008,False,0
Internalization theory,OpenAlex,1,3,1,Academy of Management Journal,2006,2006,False,0
Internally displaced person,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017,False,0
International Classification of Headache Disorders,OpenAlex,1,3,1,Applied Psychology: An International Review,2013,2013,False,0
Internationalism (politics),OpenAlex,1,3,1,Journal of Applied Psychology,1920,1920,False,0
Internet Protocol,OpenAlex,1,3,1,Journal of Management,2021,2021,False,0
Interval estimation,OpenAlex,1,3,1,Journal of Organizational Behavior,2010,2010,False,0
Intra-rater reliability,OpenAlex,1,3,1,Journal of Applied Psychology,2003,2003,False,0
Intranet,OpenAlex,1,3,1,Personnel Psychology,2001,2001,False,0
Intrapreneurship,OpenAlex,1,3,1,Journal of Vocational Behavior,2017,2017,False,0
Inventory theory,OpenAlex,1,3,1,Journal of Management,1978,1978,False,0
Inversion (geology),OpenAlex,1,3,1,Journal of Organizational Behavior,2016,2016,False,0
Ionic conductivity,OpenAlex,1,4,1,Applied Psychology: An International Review,2004,2004,False,0
Izod impact strength test,OpenAlex,1,3,1,Journal of Management,2001,2001,False,0
Joint attention,OpenAlex,1,3,1,Personnel Psychology,2026,2026,False,0
Joint audit,OpenAlex,1,4,1,Journal of Management,2018,2018,False,1
Kaizen,OpenAlex,1,3,1,Academy of Management Journal,2019,2019,False,0
Keeping up with the Joneses,OpenAlex,1,3,1,Journal of Applied Psychology,2008,2008,False,0
Knightian uncertainty,OpenAlex,1,3,1,Academy of Management Journal,2025,2025,False,0
Labor contract,OpenAlex,1,3,1,Journal of Management,1987,1987,False,3
Labor market segmentation,OpenAlex,1,3,1,Journal of Vocational Behavior,2014,2014,False,0
Lactation,OpenAlex,1,3,1,Journal of Vocational Behavior,1978,1978,False,0
Lawlessness,OpenAlex,1,3,1,Academy of Management Journal,2013,2013,False,0
Lawyer supported mediation,OpenAlex,1,5,1,Journal of Applied Psychology,2002,2002,False,0
Learning to read,OpenAlex,1,3,1,Applied Psychology: An International Review,2019,2019,False,0
Leflunomide,OpenAlex,1,3,1,Journal of Vocational Behavior,1994,1994,False,0
Left-wing politics,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,0
Legal writing,OpenAlex,1,3,1,Personnel Psychology,1976,1976,False,0
Legislative process,OpenAlex,1,3,1,Academy of Management Journal,1980,1980,False,0
Leishmania,OpenAlex,1,3,1,Journal of Applied Psychology,1972,1972,False,0
Levels-of-processing effect,OpenAlex,1,3,1,Applied Psychology: An International Review,2009,2009,False,0
Lexical access,OpenAlex,1,3,1,Applied Psychology: An International Review,2010,2010,False,0
Lexical decision task,OpenAlex,1,3,1,Applied Psychology: An International Review,2010,2010,False,0
LIDA,OpenAlex,1,4,1,Journal of Occupational and Organizational Psychology,2026,2026,False,1
Lightning (connector),OpenAlex,1,3,1,Journal of Management,2025,2025,False,0
Lipolysis,OpenAlex,1,3,1,Journal of Vocational Behavior,2016,2016,False,0
Liquefied natural gas,OpenAlex,1,3,1,Journal of Vocational Behavior,2001,2001,False,0
Liquidus,OpenAlex,1,3,1,Journal of Vocational Behavior,1995,1995,False,0
Livelihood,OpenAlex,1,3,1,Journal of Management,2022,2022,False,2
Longitudinal static stability,OpenAlex,1,3,1,Journal of Applied Psychology,2025,2025,False,0
Low back pain,OpenAlex,1,3,1,Personnel Psychology,2000,2000,False,0
Loyalty program,OpenAlex,1,5,1,Journal of Organizational Behavior,2004,2004,False,0
Lump sum,OpenAlex,1,3,1,Personnel Psychology,2000,2000,False,0
Lymphedema,OpenAlex,1,4,1,Journal of Management,2003,2003,False,0
Mammography,OpenAlex,1,4,1,Applied Psychology: An International Review,2025,2025,False,0
Management of obesity,OpenAlex,1,4,1,Applied Psychology: An International Review,2020,2020,False,0
Manufacturing resource planning,OpenAlex,1,3,1,Journal of Applied Psychology,2001,2001,False,0
MAPK/ERK pathway,OpenAlex,1,3,1,Journal of Vocational Behavior,2016,2016,False,0
Market capitalization,OpenAlex,1,4,1,Journal of Management,2020,2020,False,0
Mass mobilization,OpenAlex,1,3,1,Academy of Management Journal,2022,2022,False,0
Mastectomy,OpenAlex,1,4,1,Applied Psychology: An International Review,2021,2021,False,0
Mate choice,OpenAlex,1,3,1,Journal of Organizational Behavior,2006,2006,False,0
Maternity care,OpenAlex,1,3,1,Journal of Applied Psychology,1935,1935,False,0
Meaning of life,OpenAlex,1,3,1,Journal of Vocational Behavior,2015,2015,False,0
Medical psychology,OpenAlex,1,3,1,Journal of Applied Psychology,1944,1944,False,0
Megafauna,OpenAlex,1,3,1,Journal of Vocational Behavior,1997,1997,False,0
Melody,OpenAlex,1,3,1,Journal of Applied Psychology,1934,1934,False,0
Melting pot,OpenAlex,1,3,1,Journal of Applied Psychology,2019,2019,False,0
Mental chronometry,OpenAlex,1,5,1,Personnel Psychology,2008,2008,False,0
Mental distress,OpenAlex,1,3,1,Applied Psychology: An International Review,2024,2024,False,4
Mental rotation,OpenAlex,1,3,1,Applied Psychology: An International Review,2011,2011,False,0
Mesopic vision,OpenAlex,1,4,1,Journal of Applied Psychology,1953,1953,False,0
Metre,OpenAlex,1,3,1,Journal of Applied Psychology,1931,1931,False,0
Milgram experiment,OpenAlex,1,3,1,Applied Psychology: An International Review,2012,2012,False,2
Militant,OpenAlex,1,3,1,Journal of Organizational Behavior,2010,2010,False,0
Milk fat,OpenAlex,1,3,1,Journal of Vocational Behavior,1978,1978,False,0
Millennium Cohort Study (United States),OpenAlex,1,3,1,Journal of Vocational Behavior,2014,2014,False,0
Millennium Development Goals,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008,False,1
Millon Clinical Multiaxial Inventory,OpenAlex,1,4,1,Journal of Applied Psychology,1944,1944,False,0
Miscarriage,OpenAlex,1,3,1,Journal of Vocational Behavior,2023,2023,False,0
Mobile technology,OpenAlex,1,3,1,Journal of Organizational Behavior,2002,2002,False,1
Monoclinic crystal system,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Monte Carlo molecular modeling,OpenAlex,1,4,1,Journal of Applied Psychology,1981,1981,False,0
Mood disorders,OpenAlex,1,3,1,Journal of Applied Psychology,2000,2000,False,0
Moral economy,OpenAlex,1,3,1,Academy of Management Journal,2022,2022,False,0
Mortgage insurance,OpenAlex,1,4,1,Journal of Applied Psychology,1968,1968,False,0
Mortgage underwriting,OpenAlex,1,5,1,Journal of Applied Psychology,1968,1968,False,0
Multihoming,OpenAlex,1,4,1,Journal of Management,2021,2021,False,0
Multilayer perceptron,OpenAlex,1,3,1,Journal of Applied Psychology,1999,1999,False,0
Musculoskeletal disorder,OpenAlex,1,4,1,Journal of Applied Psychology,2007,2007,False,2
Music industry,OpenAlex,1,3,1,Journal of Management,2026,2026,False,0
Musical expression,OpenAlex,1,3,1,Journal of Applied Psychology,1935,1935,False,0
Musicality,OpenAlex,1,3,1,Journal of Applied Psychology,1933,1933,False,0
Narrative psychology,OpenAlex,1,5,1,Journal of Occupational and Organizational Psychology,2011,2011,False,0
Narratology,OpenAlex,1,3,1,Journal of Vocational Behavior,2009,2009,False,0
National Comorbidity Survey,OpenAlex,1,3,1,Journal of Applied Psychology,2000,2000,False,1
National identity,OpenAlex,1,3,1,Academy of Management Journal,2022,2022,False,0
Native Hawaiians,OpenAlex,1,4,1,Journal of Applied Psychology,1931,1931,False,0
Natural resource management,OpenAlex,1,3,1,Academy of Management Journal,2015,2015,False,0
Negative binomial distribution,OpenAlex,1,3,1,Journal of Organizational Behavior,2008,2008,False,0
Negative priming,OpenAlex,1,4,1,Applied Psychology: An International Review,2007,2007,False,0
Network governance,OpenAlex,1,3,1,Journal of Management,2018,2018,False,0
Neural correlates of consciousness,OpenAlex,1,3,1,Journal of Applied Psychology,2015,2015,False,0
Neurolaw,OpenAlex,1,5,1,Journal of Management,2011,2011,False,0
Neutral stimulus,OpenAlex,1,4,1,Journal of Applied Psychology,1961,1961,False,0
New delhi,OpenAlex,1,3,1,Personnel Psychology,2019,2019,False,0
New institutionalism,OpenAlex,1,3,1,Academy of Management Journal,2010,2010,False,0
New public management,OpenAlex,1,3,1,Academy of Management Journal,2005,2005,False,6
Niche segregation,OpenAlex,1,4,1,Journal of Organizational Behavior,2008,2008,False,0
Nociception,OpenAlex,1,3,1,Journal of Applied Psychology,1958,1958,False,0
Noise exposure,OpenAlex,1,3,1,Journal of Applied Psychology,1933,1933,False,0
Noise pollution,OpenAlex,1,3,1,Journal of Applied Psychology,1972,1972,False,0
Nonprobability sampling,OpenAlex,1,3,1,Journal of Management,2002,2002,False,12
Normal weight,OpenAlex,1,4,1,Journal of Vocational Behavior,2007,2007,False,0
Novelty seeking,OpenAlex,1,4,1,Journal of Vocational Behavior,2022,2022,False,0
Noxious stimulus,OpenAlex,1,4,1,Journal of Applied Psychology,1958,1958,False,0
Numerosity adaptation effect,OpenAlex,1,3,1,Journal of Applied Psychology,1971,1971,False,0
Nusselt number,OpenAlex,1,4,1,Journal of Vocational Behavior,2012,2012,False,0
Observational methods in psychology,OpenAlex,1,3,1,Journal of Applied Psychology,2014,2014,False,0
Obstetrics and gynaecology,OpenAlex,1,3,1,Journal of Vocational Behavior,2014,2014,False,0
Occupational injury,OpenAlex,1,4,1,Journal of Applied Psychology,2008,2008,False,8
Occupational science,OpenAlex,1,3,1,Academy of Management Journal,2013,2013,False,0
Ocular dominance,OpenAlex,1,3,1,Journal of Applied Psychology,1945,1945,False,0
Offshore oil and gas,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2025,2025,False,1
Offshore outsourcing,OpenAlex,1,4,1,Journal of Vocational Behavior,2011,2011,False,0
Olfactory cues,OpenAlex,1,3,1,Applied Psychology: An International Review,2006,2006,False,0
Ontological security,OpenAlex,1,3,1,Academy of Management Journal,2016,2016,False,3
Open-ended investment company,OpenAlex,1,4,1,Academy of Management Journal,2009,2009,False,0
Operational risk,OpenAlex,1,3,1,Academy of Management Journal,1997,1997,False,0
Ophiolite,OpenAlex,1,3,1,Journal of Vocational Behavior,1995,1995,False,0
Opioid,OpenAlex,1,3,1,Applied Psychology: An International Review,2018,2018,False,2
Orality,OpenAlex,1,3,1,Journal of Vocational Behavior,1981,1981,False,1
Orthography,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,0
Outrage,OpenAlex,1,3,1,Journal of Management,2019,2019,False,0
Overeating,OpenAlex,1,3,1,Journal of Applied Psychology,2017,2017,False,1
Overfitting,OpenAlex,1,3,1,Personnel Psychology,1975,1975,False,0
Overtraining,OpenAlex,1,3,1,Applied Psychology: An International Review,2020,2020,False,2
Pacific islanders,OpenAlex,1,3,1,Journal of Applied Psychology,1931,1931,False,1
Pack-year,OpenAlex,1,3,1,Journal of Applied Psychology,1982,1982,False,0
Palsy,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Panic,OpenAlex,1,3,1,Journal of Applied Psychology,1954,1954,False,0
Panic disorder,OpenAlex,1,3,1,Applied Psychology: An International Review,2004,2004,False,0
Parapsychology,OpenAlex,1,3,1,Journal of Management,2011,2011,False,0
Parliament,OpenAlex,1,3,1,Journal of Occupational and Organizational Psychology,2007,2007,False,0
Partially sighted,OpenAlex,1,3,1,Journal of Applied Psychology,1943,1943,False,0
