Construct_Name,Source,Journal,Year,Concept_Level,Paper_Count,Journal_Tier,Is_Noise,Noise_Reasons
Validation test,OpenAlex,Journal of Applied Psychology,1932,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1936,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1937,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1940,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1945,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1946,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1947,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1954,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1957,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1958,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1961,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1963,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1967,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1970,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1972,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1973,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1974,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1975,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1983,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1992,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,1993,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,2001,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,2017,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,2021,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,2025,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Applied Psychology,2026,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Journal of Occupational and Organizational Psychology,2025,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Personnel Psychology,1955,4,1,Tier_1_Core_IO,False,
Validation test,OpenAlex,Personnel Psychology,1998,4,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Academy of Management Journal,1969,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Academy of Management Journal,1992,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Applied Psychology: An International Review,2024,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Applied Psychology: An International Review,2025,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Applied Psychology,1923,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1928,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1933,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1934,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1941,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1942,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1947,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1953,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1958,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1961,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1963,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1964,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1969,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,1997,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,2004,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,2008,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,2022,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Management,1983,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Management,1989,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Management,1991,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Management,1997,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Management,2012,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Occupational and Organizational Psychology,1992,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Occupational and Organizational Psychology,1997,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Occupational and Organizational Psychology,2002,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Occupational and Organizational Psychology,2004,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Occupational and Organizational Psychology,2017,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Occupational and Organizational Psychology,2019,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Organizational Behavior,1989,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Organizational Behavior,1990,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Organizational Behavior,2005,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Organizational Behavior,2007,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Organizational Behavior,2015,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Journal of Vocational Behavior,1976,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,1979,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,1982,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,1988,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,1989,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,1990,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,1998,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,2007,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,2013,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,2014,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,2017,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,2018,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Journal of Vocational Behavior,2024,3,1,Tier_2_Broad_Adjacent,False,
Validity,OpenAlex,Personnel Psychology,1978,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1979,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1982,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1986,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1988,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1989,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1996,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1998,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,1999,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,2000,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,2002,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,2005,3,1,Tier_1_Core_IO,False,
Validity,OpenAlex,Personnel Psychology,2011,3,1,Tier_1_Core_IO,False,
Value capture,OpenAlex,Academy of Management Journal,2008,3,1,Tier_2_Broad_Adjacent,False,
Value capture,OpenAlex,Journal of Management,2013,3,1,Tier_2_Broad_Adjacent,False,
Value capture,OpenAlex,Journal of Management,2021,3,1,Tier_2_Broad_Adjacent,False,
Value chain,OpenAlex,Academy of Management Journal,2005,3,1,Tier_2_Broad_Adjacent,False,
Value network,OpenAlex,Journal of Management,2012,3,1,Tier_2_Broad_Adjacent,False,
Value of time,OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
Variance inflation factor,OpenAlex,Journal of Applied Psychology,2001,4,1,Tier_1_Core_IO,False,
Variance inflation factor,OpenAlex,Journal of Management,1998,4,1,Tier_2_Broad_Adjacent,False,
Variance-based sensitivity analysis,OpenAlex,Journal of Management,2017,4,1,Tier_2_Broad_Adjacent,False,
Varimax rotation,OpenAlex,Journal of Vocational Behavior,1988,4,1,Tier_2_Broad_Adjacent,False,
Varimax rotation,OpenAlex,Journal of Vocational Behavior,1994,4,1,Tier_2_Broad_Adjacent,False,
Varimax rotation,OpenAlex,Personnel Psychology,1964,4,1,Tier_1_Core_IO,False,
Varimax rotation,OpenAlex,Personnel Psychology,1965,4,1,Tier_1_Core_IO,False,
Ventromedial prefrontal cortex,OpenAlex,Journal of Applied Psychology,2015,4,1,Tier_1_Core_IO,False,
Verbal aggression,OpenAlex,Journal of Applied Psychology,2012,4,1,Tier_1_Core_IO,False,
Verbal fluency test,OpenAlex,Applied Psychology: An International Review,2015,4,1,Tier_2_Broad_Adjacent,False,
Verbal fluency test,OpenAlex,Personnel Psychology,1979,4,1,Tier_1_Core_IO,False,
Verbal learning,OpenAlex,Journal of Applied Psychology,1983,3,1,Tier_1_Core_IO,False,
Verbal memory,OpenAlex,Journal of Applied Psychology,1999,3,1,Tier_1_Core_IO,False,
Verbal reasoning,OpenAlex,Journal of Applied Psychology,1926,3,1,Tier_1_Core_IO,False,
Verbal reasoning,OpenAlex,Journal of Applied Psychology,1942,3,1,Tier_1_Core_IO,False,
Verbal reasoning,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Verbal reasoning,OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
Verbal reasoning,OpenAlex,Personnel Psychology,1985,3,1,Tier_1_Core_IO,False,
Verifiable secret sharing,OpenAlex,Journal of Organizational Behavior,2000,3,1,Tier_1_Core_IO,False,
Vertebrate,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Viable system model,OpenAlex,Academy of Management Journal,1972,3,1,Tier_2_Broad_Adjacent,False,
Vibrato,OpenAlex,Journal of Applied Psychology,1933,3,1,Tier_1_Core_IO,False,
Vibrato,OpenAlex,Journal of Applied Psychology,1950,3,1,Tier_1_Core_IO,False,
Vicarious liability,OpenAlex,Journal of Management,2021,4,1,Tier_2_Broad_Adjacent,False,
Victimisation,OpenAlex,Applied Psychology: An International Review,2024,4,1,Tier_2_Broad_Adjacent,False,
Victimology,OpenAlex,Journal of Applied Psychology,2010,5,1,Tier_1_Core_IO,False,
Viewing angle,OpenAlex,Journal of Applied Psychology,1953,3,1,Tier_1_Core_IO,False,
Vineland Adaptive Behavior Scale,OpenAlex,Journal of Applied Psychology,1938,3,1,Tier_1_Core_IO,False,
Virtual actor,OpenAlex,Journal of Occupational and Organizational Psychology,2025,3,1,Tier_1_Core_IO,False,
Virtual organization,OpenAlex,Journal of Management,2004,3,1,Tier_2_Broad_Adjacent,False,
Virtue ethics,OpenAlex,Journal of Organizational Behavior,2013,3,1,Tier_1_Core_IO,False,
Virtue ethics,OpenAlex,Journal of Vocational Behavior,2001,3,1,Tier_2_Broad_Adjacent,False,
Visual attention,OpenAlex,Academy of Management Journal,2024,3,1,Tier_2_Broad_Adjacent,False,
Visual attention,OpenAlex,Applied Psychology: An International Review,2004,3,1,Tier_2_Broad_Adjacent,False,
Visual attention,OpenAlex,Applied Psychology: An International Review,2010,3,1,Tier_2_Broad_Adjacent,False,
Visual attention,OpenAlex,Applied Psychology: An International Review,2026,3,1,Tier_2_Broad_Adjacent,False,
Visual attention,OpenAlex,Journal of Applied Psychology,1936,3,1,Tier_1_Core_IO,False,
Visual perception,OpenAlex,Applied Psychology: An International Review,2026,3,1,Tier_2_Broad_Adjacent,False,
Visual perception,OpenAlex,Journal of Applied Psychology,1934,3,1,Tier_1_Core_IO,False,
Visual perception,OpenAlex,Journal of Applied Psychology,1940,3,1,Tier_1_Core_IO,False,
Visual perception,OpenAlex,Journal of Applied Psychology,1942,3,1,Tier_1_Core_IO,False,
Visual perception,OpenAlex,Journal of Applied Psychology,1957,3,1,Tier_1_Core_IO,False,
Visual perception,OpenAlex,Journal of Applied Psychology,1960,3,1,Tier_1_Core_IO,False,
Visual perception,OpenAlex,Journal of Applied Psychology,1975,3,1,Tier_1_Core_IO,False,
Visual processing,OpenAlex,Applied Psychology: An International Review,2023,3,1,Tier_2_Broad_Adjacent,False,
Visual rhetoric,OpenAlex,Academy of Management Journal,2017,3,1,Tier_2_Broad_Adjacent,False,
Vocational rehabilitation,OpenAlex,Journal of Applied Psychology,1950,3,1,Tier_1_Core_IO,False,
Vocational rehabilitation,OpenAlex,Journal of Applied Psychology,1952,3,1,Tier_1_Core_IO,False,
Vocational rehabilitation,OpenAlex,Journal of Applied Psychology,1964,3,1,Tier_1_Core_IO,False,
Vocational rehabilitation,OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
Vocational rehabilitation,OpenAlex,Journal of Management,1992,3,1,Tier_2_Broad_Adjacent,False,
Vocational rehabilitation,OpenAlex,Journal of Vocational Behavior,1972,3,1,Tier_2_Broad_Adjacent,False,
Vocational rehabilitation,OpenAlex,Journal of Vocational Behavior,1989,3,1,Tier_2_Broad_Adjacent,False,
Vocational school,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Vocational school,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Vocational school,OpenAlex,Journal of Vocational Behavior,1982,3,1,Tier_2_Broad_Adjacent,False,
Voluntary action,OpenAlex,Personnel Psychology,1988,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Academy of Management Journal,1983,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Academy of Management Journal,2011,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Academy of Management Journal,2013,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Applied Psychology: An International Review,2014,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Applied Psychology: An International Review,2020,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Journal of Applied Psychology,1918,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Journal of Applied Psychology,2021,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Journal of Management,2016,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Journal of Organizational Behavior,2001,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Journal of Organizational Behavior,2005,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Journal of Vocational Behavior,2022,3,1,Tier_2_Broad_Adjacent,False,
Voting,OpenAlex,Personnel Psychology,1952,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Personnel Psychology,1954,3,1,Tier_1_Core_IO,False,
Voting,OpenAlex,Personnel Psychology,1980,3,1,Tier_1_Core_IO,False,
Voting behavior,OpenAlex,Applied Psychology: An International Review,2014,4,1,Tier_2_Broad_Adjacent,False,
Voting behavior,OpenAlex,Journal of Applied Psychology,1987,4,1,Tier_1_Core_IO,False,
Voting behavior,OpenAlex,Journal of Management,2025,4,1,Tier_2_Broad_Adjacent,False,
Voting behavior,OpenAlex,Journal of Organizational Behavior,2005,4,1,Tier_1_Core_IO,False,
Voting behavior,OpenAlex,Journal of Vocational Behavior,2022,4,1,Tier_2_Broad_Adjacent,False,
Wage growth,OpenAlex,Journal of Vocational Behavior,2025,3,1,Tier_2_Broad_Adjacent,False,
Wage inequality,OpenAlex,Academy of Management Journal,2016,3,1,Tier_2_Broad_Adjacent,False,
Wage share,OpenAlex,Personnel Psychology,1986,4,1,Tier_1_Core_IO,False,
Wakefulness,OpenAlex,Journal of Occupational and Organizational Psychology,2023,3,1,Tier_1_Core_IO,False,
Watt,OpenAlex,Journal of Organizational Behavior,1985,3,1,Tier_1_Core_IO,False,
Watt,OpenAlex,Journal of Organizational Behavior,1986,3,1,Tier_1_Core_IO,False,
Wearable technology,OpenAlex,Journal of Applied Psychology,2018,3,1,Tier_1_Core_IO,False,
Web design,OpenAlex,Journal of Management,2004,3,1,Tier_2_Broad_Adjacent,False,
Web design,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Web of science,OpenAlex,Applied Psychology: An International Review,2013,3,1,Tier_2_Broad_Adjacent,False,
Web of science,OpenAlex,Journal of Management,2009,3,1,Tier_2_Broad_Adjacent,False,
Web of science,OpenAlex,Journal of Vocational Behavior,1989,3,1,Tier_2_Broad_Adjacent,False,
Web presence,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Web site,OpenAlex,Applied Psychology: An International Review,2026,3,1,Tier_2_Broad_Adjacent,False,
Web site,OpenAlex,Journal of Applied Psychology,2002,3,1,Tier_1_Core_IO,False,
Web site,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Web site,OpenAlex,Journal of Management,2004,3,1,Tier_2_Broad_Adjacent,False,
Web site,OpenAlex,Journal of Vocational Behavior,2003,3,1,Tier_2_Broad_Adjacent,False,
Web syndication,OpenAlex,Academy of Management Journal,2012,3,1,Tier_2_Broad_Adjacent,False,
Web syndication,OpenAlex,Academy of Management Journal,2015,3,1,Tier_2_Broad_Adjacent,False,
Web syndication,OpenAlex,Academy of Management Journal,2016,3,1,Tier_2_Broad_Adjacent,False,
Web syndication,OpenAlex,Academy of Management Journal,2020,3,1,Tier_2_Broad_Adjacent,False,
Wechsler Adult Intelligence Scale,OpenAlex,Applied Psychology: An International Review,2008,3,1,Tier_2_Broad_Adjacent,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1918,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1931,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1933,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1934,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1943,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1948,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,1950,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Applied Psychology,2003,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Vocational Behavior,1971,3,1,Tier_2_Broad_Adjacent,False,
Wechsler Adult Intelligence Scale,OpenAlex,Journal of Vocational Behavior,1979,3,1,Tier_2_Broad_Adjacent,False,
Wechsler Adult Intelligence Scale,OpenAlex,Personnel Psychology,1948,3,1,Tier_1_Core_IO,False,
Wechsler Adult Intelligence Scale,OpenAlex,Personnel Psychology,1955,3,1,Tier_1_Core_IO,False,
Wechsler Intelligence Scale for Children,OpenAlex,Applied Psychology: An International Review,2021,4,1,Tier_2_Broad_Adjacent,False,
Wechsler Intelligence Scale for Children,OpenAlex,Journal of Applied Psychology,1950,4,1,Tier_1_Core_IO,False,
Wechsler Intelligence Scale for Children,OpenAlex,Journal of Applied Psychology,1977,4,1,Tier_1_Core_IO,False,
Wechsler Preschool and Primary Scale of Intelligence,OpenAlex,Applied Psychology: An International Review,2021,5,1,Tier_2_Broad_Adjacent,False,
Wechsler Preschool and Primary Scale of Intelligence,OpenAlex,Journal of Applied Psychology,1950,5,1,Tier_1_Core_IO,False,
Wechsler Preschool and Primary Scale of Intelligence,OpenAlex,Journal of Applied Psychology,1977,5,1,Tier_1_Core_IO,False,
Weight control,OpenAlex,Personnel Psychology,1992,3,1,Tier_1_Core_IO,False,
Weight loss,OpenAlex,Applied Psychology: An International Review,2012,3,1,Tier_2_Broad_Adjacent,False,
Weight loss,OpenAlex,Applied Psychology: An International Review,2020,3,1,Tier_2_Broad_Adjacent,False,
Weight loss,OpenAlex,Applied Psychology: An International Review,2025,3,1,Tier_2_Broad_Adjacent,False,
Weight loss,OpenAlex,Journal of Vocational Behavior,1990,3,1,Tier_2_Broad_Adjacent,False,
Weight management,OpenAlex,Applied Psychology: An International Review,2020,4,1,Tier_2_Broad_Adjacent,False,
Weight stigma,OpenAlex,Journal of Applied Psychology,2015,4,1,Tier_1_Core_IO,False,
Welfare state,OpenAlex,Journal of Management,2023,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Academy of Management Journal,1964,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Academy of Management Journal,2011,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Academy of Management Journal,2016,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Academy of Management Journal,2017,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Academy of Management Journal,2022,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Academy of Management Journal,2023,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1917,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1919,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1921,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1925,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1926,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1936,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1945,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1950,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1952,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1957,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1965,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1969,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1975,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,1996,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2001,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2009,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2010,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2011,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2015,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2020,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2023,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Management,2010,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Management,2018,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Management,2021,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Management,2024,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Occupational and Organizational Psychology,2020,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Occupational and Organizational Psychology,2024,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,1988,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,1989,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,1991,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,1994,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,1995,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,1996,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,2008,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,2012,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Organizational Behavior,2022,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1971,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1979,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1981,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1984,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1995,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,2011,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,2014,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,2016,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Journal of Vocational Behavior,2018,3,1,Tier_2_Broad_Adjacent,False,
White (mutation),OpenAlex,Personnel Psychology,1948,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1971,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1973,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1977,3,1,Tier_1_Core_IO,False,
White (mutation),OpenAlex,Personnel Psychology,1978,3,1,Tier_1_Core_IO,False,
